"열린음악회 – 인순이, 뉴위즈덤하모니 – 거위의 꿈.20190106",버림
"효진이 노래 너무 잘해요

[온앤오프] 인순이 아버지 생라이브, 효진&amp;엠케이, 심멎~",기쁨
"기모 맨투맨 16,900원

션 스노위랜드 복면가왕 황금돼지 1박2일 이용진 폴킴 인순이 나이",버림
"열린음악회 – 인순이, Rap DY, 뉴위즈덤하모니 – 친구여.20190106",버림
인순이 나이이 이슈군요! 이슈들을 모아 모아둔 이곳에서 보세요! 재미있는 글들도 많이 올라오네요!,버림
"1  열정,인순이 뉴 위즈덤 하모니 2 광야에서, 사람이 꽃보다 아름다워“ 안치환 &amp;...",버림
"Watch ""열린음악회 - 인순이, 뉴위즈덤하모니 - 거위의 꿈.20190106"" on YouTube -",버림
"뭐야? 열음 첫 순서 인순이야?

저 누나 오랜만이네.. 사스갓..",기쁨
",

,
, 

,

,,, 
,,굿잡~~

, 
,오늘 얼마땄니?",버림
"열린음악회 – 인순이, 뉴위즈덤하모니 – 거위의 꿈.20190106",버림
"인순이·바다, 눈물로 숨죽인 감동 무대 ‘아버지’ 《Fantastic Duo 2》 판타스틱 듀오 2 EP07",버림
새벽에 배고플땐 24시간 제육쌈밥,버림
인순이 나이가 지금 실시간 검색에에 올랐네요! 그보다도 재미있는 유머를 가볍게 즐겨보세요. 시간 가는줄 몰라요!,버림
"효진이 노래 너무 잘해요

[온앤오프] 인순이 아버지 생라이브, 효진&amp;엠케이, 심멎~",기쁨
망함 일라이 진심 귀여움,기쁨
"헉 일라이 안대를 어릴 때부터 계속해서 쓰고 있던 건 아닐 거 아냐 ??
막 안대를 처음 썼을 때는 익숙하지않아 적응하는데 걸렸을 지 않았을까 ㅠㅜㅜㅜㅠㅜㅜ 막 넘어지기도 하고 그랬으면 ㅠㅠㅠㅠㅠㅠㅠㅠ",슬픔
아 안젤리카가 망설임없이 일라이자의 행복을 자신의 행복보다 먼저 선택할거라고 하는 거 너무 개쩔어버리고...,기쁨
앗ㅅ쉬 안젤리카가 일라이자 사랑한다고 하는 부분에서 환장해버려요,기쁨
"언젠가 했던 낙서
솔직히 최애캐는 일라이인데 정원사가 너무 귀여워서 계속 그리게 된다.... 내가그린건 안 귀엽지만 말이야...
아래고양이는 그냥 무시하세요…",기쁨
"하악
지 5인격에서 애들 맞거나 누우면 신음소리 내잔아요
그리고 풍선에서 벗어날려고 할 때 또 발버둥 소 리 들 리 고
일라이 한번쯤은 풍선에 묶여도 힘들어서 신음소리나 거친 숨소리 같은 거 낸 적이 있지안을까
풍선에 묶엿으니끼 귀옆에서 들릴텐데ㅠ와씨 개지리네",기쁨
나이브가 숨 헐떡거리면서 일라이 로브 붙잡고 잡아 당기면서 '도와줘...'라고 속삭이면 그 모습에 홀려서 잠시 벙쪄있다가 손 댈려는 순간에 잭이 호르몬 냄세맡고 찾아와서 나이브 확 대려가 버리는거임,중립
"히싸 터진날 혼자 방에서 괴로워하고 있는걸 일라이가 걱정스레 다가와서 옆에 있어주는데, 해줄수 있는게 없으니까 괴롭고 잭한테 그저 화나고",중립
하도 생존자 애들 생긴게 다양하니까 이솝이 납관할때 재료부족이나 착각으로 옷이나 이런거 조금씩 틀린거 보고 싶다 안대 문양 평소랑 다른 일라이 자객망토에 망토 없어진 나이브 색칠 잘못해서 무모한 젊은이 스킨에서 운 좋은 젊은이 스킨된 윌리엄 평소랑 다른 향수 디자인이라고 좋아하는 베라,중립
"헐!헐!헐-! 저 그 샤먼 어려진거 일라이가 안고있는거욯ㅎㅎㅎ 
새해 첫날 덕분에 행볶해졌어요
냐하님 츽오!",기쁨
일라이 안대벗으면 순둥한 느낌이라 더 조아,기쁨
어... 일라이 팡인!,버림
"그렇게 결국 출구앞에서 미친듯이 범해지지만 잭도 아직은 아이욕심은 없어서 안에다가 사정하지는 않음, 그렇게 한참 힘빠져서 늘어진 나이브 끌어안고 장원에서 나오는데 그 모습 보고 당연히 일라이가 경악하고는 잭 멱살을 잡는거지

""그 한테 무슨짓을 한겁니까""

라면서 죽일듯이 바라보고",중립
망함 일라이 진심 귀여움,기쁨
일라피오이솝도 좋은데..  일라이는 그저 자신처람 신을 섬기는 존재라 피오나랑 친해졌는데 언제부터 인지 피오나 에게 사랑감정 느낀다... 이솝은 자신을 아껴주는 피오나에게 애정결핍증 생기고.. 피오나 두고 싸우는 남정네들..,중립
"헉 일라이 안대를 어릴 때부터 계속해서 쓰고 있던 건 아닐 거 아냐 ??
막 안대를 처음 썼을 때는 익숙하지않아 적응하는데 걸렸을 지 않았을까 ㅠㅜㅜㅜㅠㅜㅜ 막 넘어지기도 하고 그랬으면 ㅠㅠㅠㅠㅠㅠㅠㅠ",슬픔
아 안젤리카가 망설임없이 일라이자의 행복을 자신의 행복보다 먼저 선택할거라고 하는 거 너무 개쩔어버리고...,기쁨
앗ㅅ쉬 안젤리카가 일라이자 사랑한다고 하는 부분에서 환장해버려요,기쁨
헉 그 뭐였지 일라이자가 안젤리카 개같은 남편색히한테 개놈아 하는 그 노래 제목 뭐였지,버림
"언젠가 했던 낙서
솔직히 최애캐는 일라이인데 정원사가 너무 귀여워서 계속 그리게 된다.... 내가그린건 안 귀엽지만 말이야...
아래고양이는 그냥 무시하세요...",기쁨
"하악
지 5인격에서 애들 맞거나 누우면 신음소리 내잔아요
그리고 풍선에서 벗어날려고 할 때 또 발버둥 소 리 들 리 고
일라이 한번쯤은 풍선에 묶여도 힘들어서 신음소리나 거친 숨소리 같은 거 낸 적이 있지안을까
풍선에 묶엿으니끼 귀옆에서 들릴텐데ㅠ와씨 개지리네",기쁨
나이브가 숨 헐떡거리면서 일라이 로브 붙잡고 잡아 당기면서 '도와줘...'라고 속삭이면 그 모습에 홀려서 잠시 벙쪄있다가 손 댈려는 순간에 잭이 호르몬 냄세맡고 찾아와서 나이브 확 대려가 버리는거임,중립
"히싸 터진날 혼자 방에서 괴로워하고 있는걸 일라이가 걱정스레 다가와서 옆에 있어주는데, 해줄수 있는게 없으니까 괴롭고 잭한테 그저 화나고",중립
일라이 말 안 듣고 나간 윌리엄의 말로,버림
"헐!헐!헐-! 저 그 샤먼 어려진거 일라이가 안고있는거욯ㅎㅎㅎ 
새해 첫날 덕분에 행볶해졌어요
냐하님 츽오!",기쁨
일라이 안대벗으면 순둥한 느낌이라 더 조아,기쁨
임권택 감독 `짝코` 베를린영화제 공식 초청 (출처 : 디지털타임스 | 네이버 TV연예),버림
"イム・グォンテク監督1980映画『チャッコ（ししっ鼻）』デジタルリマスターがベルリン国際映画祭クラシック部門に招待。
韓国映像資料院YouTube『チャッコ』モノクロフル（日本語字幕あり）",버림
임권택 감독 ‘짝코’ 베를린국제영화제 클래식 부문 초청 / YTN,버림
"임권택 감독 '짝코', 제68회 베를린국제영화제 초청",버림
"임권택 감독 '짝코' 복원판, 베를린국제영화제 초청",버림
"임권택 감독 '짝코' 복원판, 베를린국제영화제 초청",버림
"임권택 감독 '짝코' 복원판, 베를린국제영화제 초청",버림
임수정 여인들의 이야기,버림
임수정 -여인들의 이야기.2018 전국톱텐 [송년특집].촬영꼬뿌니이 b h 골키퍼 영상:,버림
미안하다 사랑한다 임수정 니트같은거 입고는 대왕성냥개비들고 춤추는 강양이 진짜 귀여워서 어떡하지 진짜 ㅎ ㅏ.......,기쁨
미사 임수정니트같은 거 입꾸 너무 신나버린,기쁨
임수정옷 입은 지민,버림
진짜 난리났다 증말... 나한텐 니가 이영애고 임수정이다....아아...이게 무슨일이냐ㅠㅠㅠㅠㅠㅠㅠㅠ,기쁨
"울쥐민 니트 갱장히 미사 임수정 생각나는 , , ,",중립
디미니 니트보고 미사 임수정니트 생각나벌임,중립
임수정 정수정 난 류수정,버림
I added a video to a,버림
임수정 - 연인들의 이야기 (가요베스트 614회 통영2부,버림
박범준씨와 임수정씨가ㅋㅋㅋㅋ 만났어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,기쁨
임수정 - 이 여자 (가요베스트 614회 통영2부,버림
임수정 정수정 난 류수정,버림
I added a video to a,버림
임수정 - 연인들의 이야기 (가요베스트 614회 통영2부,버림
박범준씨와 임수정씨가ㅋㅋㅋㅋ 만났어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,기쁨
임수정 - 이 여자 (가요베스트 614회 통영2부,버림
I added a video to a,버림
임수정,버림
"""○○에 미쳐서"" 라는 말만 보면 영화 ...ing 에서 임수정이 했던 대사가 떠올라서 자동적으로 성대모사 하게 된다 ""그게 뭐야 .. !! 사랑에 미쳐가주구 ...!!!""",중립
"'임수정·마크 테토 설명으로 간송특별展 보세요'

[연합뉴스 2019.01.25]",버림
임수정,버림
"""○○에 미쳐서"" 라는 말만 보면 영화 ...ing 에서 임수정이 했던 대사가 떠올라서 자동적으로 성대모사 하게 된다 ""그게 뭐야 .. !! 사랑에 미쳐가주구 ...!!!""",중립
임수정 뭐하는 년임 존나 또라이같음,화남
이다히 임수정,버림
"박범준
허   환
임수정",버림
"Many time to see this Drama 
Drama Title:My ID Is Gangnam Beauty",버림
[Screencaps] Im Soo Hyang presenting Excellence Award of Daily Drama Category on KBS Drama Awards 2018 (181231),버림
Im Soo Hyang's agency FN Entertainment also has her schedule noted on their website,버림
"Im Soo Hyang to be one of the award presenters on the 2nd day of 33rd Golden Disc Awards, which is on 6th January (Sunday)",버림
RT),버림
Me gustó un video de,버림
"박서준
박보검
송중기
주지훈
김향기
임수향
조우리
차은우
김민석
김지원",버림
"서현진
이다희
임수향
송중기
박보검
송혜교
김유정
양세종
이민기
안재현",버림
Selamat Sore Amaris! Sudah dalam perjalanan pulang kerumah atau masih beraktivitas? Jangan lupa untuk makan ya Amaris!,버림
Tôi đã thêm video vào danh sách phát,버림
I liked a,버림
Tôi đã thêm video vào danh sách phát,버림
2019,버림
Selamat Pagi Amaris! Ada yang sudah mulai bekerja/kuliah/sekolah? Selamat memulai aktivitasnya dan semangat terus ya!,버림
Tôi đã thích video,버림
Tôi đã thêm video vào danh sách phát,버림
"Many time to see this Drama 
Drama Title:My ID Is Gangnam Beauty",버림
[Screencaps] Im Soo Hyang presenting Excellence Award of Daily Drama Category on KBS Drama Awards 2018 (181231),버림
Im Soo Hyang's agency FN Entertainment also has her schedule noted on their website,버림
"Im Soo Hyang to be one of the award presenters on the 2nd day of 33rd Golden Disc Awards, which is on 6th January (Sunday)",버림
RT),버림
Me gustó un video de,버림
"박서준
박보검
송중기
주지훈
김향기
임수향
조우리
차은우
김민석
김지원",버림
"서현진
이다희
임수향
송중기
박보검
송혜교
김유정
양세종
이민기
안재현",버림
Selamat Sore Amaris! Sudah dalam perjalanan pulang kerumah atau masih beraktivitas? Jangan lupa untuk makan ya Amaris!,버림
Tôi đã thêm video vào danh sách phát,버림
I liked a,버림
Tôi đã thêm video vào danh sách phát,버림
2019,버림
Selamat Pagi Amaris! Ada yang sudah mulai bekerja/kuliah/sekolah? Selamat memulai aktivitasnya dan semangat terus ya!,버림
Tôi đã thích video,버림
Tôi đã thêm video vào danh sách phát,버림
RT),버림
"[VIDEO] Im Soo Hyang’s introduction before presenting Excellence Award of Daily Drama Category on KBS Drama Awards 2018 (181231)

(Subtitles provided by Viu)",버림
Im Soo-hyang at the 33rd Golden Disc Awards,버림
"190106 Im Soohyang Ig update
she ll do a live broadcast tonite on her vlive channel...",버림
Im Soo Hyang's surprise V Live has ended with 10k viewers and 1 million hearts!,버림
Im Soo Hyang is currently having a surprise V Live!,버림
"More of elegant Im Soo Hyang  at 33rd Golden Disc Awards, as an award presenter (190106)",버림
RT),버림
"Me: What's your favorite color? 
임수향 Imsoohyang: 좋아하는 색깔 무엇? Sunshine!  Does that mean your fave color is Red? and Pink?",버림
"Kesayangan Kita bilang kalau dia juga merindukan kita. Yaaayyy!! Terimakasih untuk vlivenya Kesayangan Kita 
We love you",버림
"Lalaland City of Stars by Im Soohyang 
uwuuuu....",버림
임수향씨 너무 예뻐요 ㅠㅜ,기쁨
jjs있는 임수향님,버림
임수향????헐 이뻐ㅠㅠㅇ,기쁨
임수향 완전 이뻐ㅜㅜ ㅠ,기쁨
아 진짜 임수향분ㅠㅜㅡㅠㅜㅡㅠㅠㅠㅠㅠ,기쁨
I added a video to a,버림
조권,버림
"❥︎Digital Single

잔소리 / 아이유 with 임슬옹 of 2AM

2010.06.03",버림
I liked a,버림
I liked a,버림
"ชอบฟังเพลงซ้ำเติมตัวเอง
[STATION] 임슬옹 X 조이 '이별을 배웠어 (Always In My Heart)' MV",버림
조권,버림
"❥︎Digital Single

잔소리 / 아이유 with 임슬옹 of 2AM

2010.06.03",버림
I liked a,버림
조권,버림
임슬옹목소리넘좋아,기쁨
[STATION] 임슬옹 X 조이 '이별을 배웠어 (Always In My Heart)' MV,버림
I liked a,버림
조권,버림
임슬옹목소리넘좋아,기쁨
[STATION] 임슬옹 X 조이 '이별을 배웠어 (Always In My Heart)' MV,버림
"❥︎Digital Single

잔소리 / 아이유 with 임슬옹 of 2AM

2010.06.03",버림
I liked a,버림
조권,버림
조권,버림
"[STATION] 임슬옹 X 조이 '이별을 배웠어 (Always In My Heart)' MV 
ジョイ",버림
[STATION] 임슬옹 X 조이 '이별을 배웠어 (Always In My Heart)' MV,버림
귀여워~ 증말,기쁨
"ㅡ
솔직히 제대하기전엔 볼수있을꺼라 생각했다..
근데 이거 못 볼수도 있데..
제작과정에서 문제가 많았나봐ㅠ 젠장..",슬픔
"我說 我懂 我感受
你就是我肯定的愛

Happy New Year !

哥哥在軍隊的第540天。想他。

D-85",버림
OOO이다.,버림
올해도 고등학생이구요 반탈커 했습니다 ㅜ.ㅠ 소통을 잘 못해서 먼저 다가와주셨으면 좋겠어요.. 03부터 와주셨으면 좋겠어요 같이 자캐 관계 쪄요... 저는 1차 2.5D만 합니다 배우좋아해요 특히 임시완... 알티위주로 맞을 것 같은 분들 찾아갈게욧!,기쁨
"라디오에서 자기가 대단하다고 느낄때가
검색창에 임만쳤는데 임시완으로 자동완성 뜰때래.....ㅋㅋㅋㅋㅋㅋㅋㅋ개귀엽잖엌ㅋㅋㅋㅋㅋ",기쁨
근데 설경구 재호현수 알거아냐 자기 영화 관련이고 성실하니까 근데 임시완은 오우 그런거 시완이 못생긴만큼이라도 느껴도(느끼지말란말) 설은 할아버지라 아 잘 표현됐구나 관객한테 인정받았구나 할듯ㅋㅋㅋㅋ오빠 불한당2에선 키스신 가자고해 당신 주사 뻡뻐자나 형나경에서 막걸리먹어도 사랑해,기쁨
임시완 정말 부럽다(그래요 오늘은 부럽다 시리즈임다 진짜 지얼굴 ㅋㅋㅋㅋㅋㅋㅋ보면 거울에 입술박치기하겠다 세달만있어라 니세상이다 그리고 경구형 술사조 ㅜㅜㅜㅜ할수있는게 제일 부럽고 어휴 전 빻았습니다 새해라고 뭐가 달라지겠어,기쁨
근데 임시완 군대까지 가서 이럴일이야?? 우리가 또래고 내또래는 저런게 한개도 없어 한개도 증말 개도아까워 국가차원에서 보호할 얼굴을 너무 고생시키는거 아니냐 하아아악,기쁨
나의 승리다 제대해 임시완,기쁨
"イムシワンも同様。2012年'太陽を抱く月""を皮切りに""赤道の男''未生'など ドラマはもちろん,映画'弁護人' '兄思い'などでも存在感を示した。
入隊を控えても'不汗党'と'ワンライン',そしてMBC'王は愛する'まで盛んに活動して俳優の道を歩いた",버림
"オクテギョンとイムシワンは除隊後 俳優として新たな全盛期を迎える見通しだ。
オクテギョンはグループ2PM,イムシワンは帝国の子供たちでそれぞれデビューしたが今は'演技ドル'ではなくれっきとした'俳優'と呼ばれる",버림
"남자

김영철
천호진
유동근
안재모
김지훈
김재욱
도경수
임시완
여진구
유아인

여자

김혜수
오윤아
염정아
김성령
전여빈
서예지
채수빈
소이현
김유정
김태리",버림
"아 자꾸 생각난다 어떡하지 동생이 막 나한테 뱅ㅌㅏㄴ  ㄹㅐㅁ모ㄴ이 얼굴 잘생겨서 좋다는 반친구한테 '그래? 너 래ㅁ모ㄴ 닮았다~! '하니까 그친구가 정색하면서 어머~농담도참! 했다는거 생각난다ㅋㅋㄱㅋ
나는 나한테  '와~, 너 임시완 닮았다~!'하면  우리 시완이한테 욕하지말라고 할것같은데",기쁨
"변요한
임시완
하정우
김동욱
김재욱
주지훈
류준열
이동욱
지창욱
김태리
유연석
정은채
설경구
10명 초과",버림
"1. 설경구
2. 김윤석
3. 톰 히들스턴
4. 라이언 레이놀즈
5. 톰 홀랜드
6. 스칼렛 요한슨
7. 하정우
8. 임시완
9. 크리스 에반스
10. 로버트 다우니 주니어

일단 마블이랑 추격자랑 불한당 조아한다는 건 알겟음;;",버림
"이민기
김재욱
김동욱
박보검
임시완
류준열
주지훈
이현우
정은채
이종석
+)윤균상

다 연기잘해",버림
[리폿,버림
해피뉴이어,버림
귀여워~ 증말,기쁨
"ㅡ
솔직히 제대하기전엔 볼수있을꺼라 생각했다..
근데 이거 못 볼수도 있데..
제작과정에서 문제가 많았나봐ㅠ 젠장..",슬픔
"我說 我懂 我感受
你就是我肯定的愛

Happy New Year !

哥哥在軍隊的第540天。想他。

D-85",버림
OOO이다.,버림
올해도 고등학생이구요 반탈커 했습니다 ㅜ.ㅠ 소통을 잘 못해서 먼저 다가와주셨으면 좋겠어요.. 03부터 와주셨으면 좋겠어요 같이 자캐 관계 쪄요... 저는 1차 2.5D만 합니다 배우좋아해요 특히 임시완... 알티위주로 맞을 것 같은 분들 찾아갈게욧!,기쁨
"라디오에서 자기가 대단하다고 느낄때가
검색창에 임만쳤는데 임시완으로 자동완성 뜰때래.....ㅋㅋㅋㅋㅋㅋㅋㅋ개귀엽잖엌ㅋㅋㅋㅋㅋ",기쁨
근데 설경구 재호현수 알거아냐 자기 영화 관련이고 성실하니까 근데 임시완은 오우 그런거 시완이 못생긴만큼이라도 느껴도(느끼지말란말) 설은 할아버지라 아 잘 표현됐구나 관객한테 인정받았구나 할듯ㅋㅋㅋㅋ오빠 불한당2에선 키스신 가자고해 당신 주사 뻡뻐자나 형나경에서 막걸리먹어도 사랑해,기쁨
임시완 정말 부럽다(그래요 오늘은 부럽다 시리즈임다 진짜 지얼굴 ㅋㅋㅋㅋㅋㅋㅋ보면 거울에 입술박치기하겠다 세달만있어라 니세상이다 그리고 경구형 술사조 ㅜㅜㅜㅜ할수있는게 제일 부럽고 어휴 전 빻았습니다 새해라고 뭐가 달라지겠어,기쁨
근데 임시완 군대까지 가서 이럴일이야?? 우리가 또래고 내또래는 저런게 한개도 없어 한개도 증말 개도아까워 국가차원에서 보호할 얼굴을 너무 고생시키는거 아니냐 하아아악,기쁨
나의 승리다 제대해 임시완,기쁨
"イムシワンも同様。2012年'太陽を抱く月""を皮切りに""赤道の男''未生'など ドラマはもちろん,映画'弁護人' '兄思い'などでも存在感を示した。
入隊を控えても'不汗党'と'ワンライン',そしてMBC'王は愛する'まで盛んに活動して俳優の道を歩いた",버림
"オクテギョンとイムシワンは除隊後 俳優として新たな全盛期を迎える見通しだ。
オクテギョンはグループ2PM,イムシワンは帝国の子供たちでそれぞれデビューしたが今は'演技ドル'ではなくれっきとした'俳優'と呼ばれる",버림
"남자

김영철
천호진
유동근
안재모
김지훈
김재욱
도경수
임시완
여진구
유아인

여자

김혜수
오윤아
염정아
김성령
전여빈
서예지
채수빈
소이현
김유정
김태리",버림
"아 자꾸 생각난다 어떡하지 동생이 막 나한테 뱅ㅌㅏㄴ  ㄹㅐㅁ모ㄴ이 얼굴 잘생겨서 좋다는 반친구한테 '그래? 너 래ㅁ모ㄴ 닮았다~! '하니까 그친구가 정색하면서 어머~농담도참! 했다는거 생각난다ㅋㅋㄱㅋ
나는 나한테  '와~, 너 임시완 닮았다~!'하면  우리 시완이한테 욕하지말라고 할것같은데",기쁨
"변요한
임시완
하정우
김동욱
김재욱
주지훈
류준열
이동욱
지창욱
김태리
유연석
정은채
설경구
10명 초과",버림
"1. 설경구
2. 김윤석
3. 톰 히들스턴
4. 라이언 레이놀즈
5. 톰 홀랜드
6. 스칼렛 요한슨
7. 하정우
8. 임시완
9. 크리스 에반스
10. 로버트 다우니 주니어

일단 마블이랑 추격자랑 불한당 조아한다는 건 알겟음;;",버림
"이민기
김재욱
김동욱
박보검
임시완
류준열
주지훈
이현우
정은채
이종석
+)윤균상

다 연기잘해",버림
[리폿,버림
"[리폿


""長い間待った"" キムスヒョン→オクテギョン,期待される除隊",버림
"진자 임시완사랑맨이었스니,, 올해도 열심히 임시완사랑맨 할 것이다..",기쁨
"어머낫. 테란의 공주 요한이형이네.
오늘도 테란 따발총으로 가짜뉴스 때려잡는 털보왕자. 
나경원 옆에서 슬피 울며 빠득빠득 이를 갈며 맹세하네. 내 기필코 유치원 3법 통과시켜
나는 홍막말과 달라 입증하리.
&gt;임요환, 정세현, 안진걸, 김동엽 | 김어준의 뉴스공장",버림
"임요환, 정세현, 안진걸, 김동엽 | 김어준의 뉴스공장 

취약계층 지원금 확대, 새해 달라지는 복지제도

김정은 위원장 신년사로 본 2019 한반도 정세

일본 해상초계기 레이더 논란, 군사적 관점으로 본 쟁점",버림
"임요환, 정세현, 안진걸, 김동엽 | 김어준의 뉴스공장",버림
뉴스공장 임요환 선수 인터뷰. 진짜 멋지다.  꼭 세계 참피온 되시길. 응원합니다!,기쁨
"0102 뉴스공장 3-4부 (김동엽, 임요환) - 1월 03일(목) 오전 7시 00분 tbs 김어준의 뉴스공장",버림
"0102 뉴스공장 3-4부 (김동엽, 임요환) - 0102 뉴스공장 3-4부 (김동엽, 임요환)",버림
"로 변신 ""딸 괴롭히는 패륜적 악플 고소..임요환 꼼짝마""",버림
"1.닉네임 뜻
Halfhearted는 마음이 내키지않는다는 뜻이에요 즉 닉네임 짓는게 내키지않아서 쓴 닉네임입니다
HalF_HearteD 의 대문자구조가 좀 특이한데 이건 어렸을때 우상이던 임요환선수의 닉네임에서 아이디어를 따온겁니다!(SlayerS_BoxeR)스타 완전 좋아해요!",기쁨
I liked a,버림
