"안녕하세요~
오늘은 '가오슝 가는 법'에 대해 알아보겠습니다!
'가오슝 가는 법'은 가오슝을 가는 방법을 말하는 것인데요~과연 어떻게 갈까요?
가오...
슝~~~~
이상 '가오슝 가는 법'에 대해 알아보았습니다! 그럼 이만 포스팅 마칠게요!",중립,,
다망한 설득 끝에 대만 여행으로 체인지....! 타이난-가오슝 명소 추천받습니다. 타이베이 이외는 잘 몰라서...,중립,,
[엑사세2 6-10회 예고]가오슝 첫 미션의 승자는?,X,,
아니 얘네 진짜 너무 웃긴다 가오슝으로 어떻게 가죠에 비행기 타고 가죠라고 하는 애한테 가오슝으로 슈우우웅~ 을 앵콜까지 하는 애ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,기쁨
"엑사세2 
가오슝으로 가오 슝~~~",기쁨,,
백현이 여기 원샷 훅 들어와서 심장 아팠어 이제 출발해여 가오슝으로 슝 'ㅅ' 하는데 세상 잘생김 다 가진 말랑미남,기쁨,,
"190123 엑사세 3화
가오슝 도착~~~~~",중립,,
펑리수 딱 하나만 먹고싶은데 비싸서 고민하는척하고 시식함ㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠ죄송해요 하지만 맛있군 가오슝에만 파는게 젤 맛있다더라,기쁨,,
이제 출발해여 가오슝으로 슝~!,중립,,
I liked a,X,,
"EXO의 사다리타고 세계여행2 1화

가오슝~ ~w~",X,,
가오슝! 안전벨트 잊지마세요!,중립,,
"【

1月21日?2月1日 月~金曜放送(全10話予定)

18:00? EXO リアルバラエティ'EXO의 사다리 타고 세계여행 2탄(EXOのはしごに?って世界旅行 2?) -가오슝&컨딩편 (okususu)",X,,
"1월 10일 (목)

[공개] oksusu 'EXO의 사다리 타고 세계여행 시즌2 가오슝 & 컨딩편' 서프라이즈 이벤트 | (-레이)",X,,
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
가오슝으로 가오슈우우유ㅜ웅",기쁨,,
저 지금 대만 가오슝인데 여기서 뭘 보고 있냐면,중립,,
"""우리 일단은 가오슝으로 빨리 출발하시죠. 자, 가오슝으로 출발할게요! 가오슝으로 슝슝 슈웅~""

진행왕 백현이 오늘도 한 건 했어 가오슝으로 슝슝 슈웅 ~  하고 한 쪽 눈만 감는 거 귀엽게 윙크야 뭐야 !",기쁨,,
저 할아버지가 가오슝의 등대지기라면?,중립,,
'엑소의 사다리 타고 세계여행' 오늘(21)일 첫 방송...예측불허 가오슝&컨딩 여행기 (겟잇케이),중립,,
"?

'ㅅ' : 가오슝으로 슝~!",중립,,
가오슝 영국대사관 홀짝,중립,,
[2화] 가오슝으로 슝~ feat. 공항 퍼포먼스,X,,
[oksusu] [2화] 가오슝으로 슝~ feat. 공항 퍼포먼스 - EXO의 사다리 타고 세계여행 2,X,,
"190123 엑사세2 3화 





죤댕이~~가오슝에 도착을 했습니다앙~~~
신나부러~~ o(^w^)o ~~ ♪♬",기쁨,,
"190128 Mon
PM 06:00 EXO 리얼 버라이어티 ‘EXO의 사다리 타고 세계여행 2탄' - 가오슝&컨딩편 EP.6 (옥수수(oksusu)) :",X,,
가오슝이 제가 >> 혼자 처음<<간 여행이엿는데 가서 유심빌릴라구 햇는데 실패해서 개 멘붕이엿서요......아는거 1두 업는데.....유심없으면.....난....어쩌지.....하면서 멘붕와서 공항에 앉아잇엇는데 공항에소 포켓 와이파이 빌렷구....바로 택시타구 숙소감 ㅋㅎㅋㅋ참고로...중국어 1도 못해여...,슬픔,,
드림캐로 민우 선배캐는 업나여.... 연상연하도 보고싶은데ㅔ..,중립,,
"앗쒸 반모 함햐요???
함가함가??
ㅋㄱㅌㄱㅋㄱㅌㄱㅌㄱㅋ안피해요 저야말로 무지개반사시킬태니 준비하시기
아 맞아 민우? 였나 그칭구는 잘 지내고 있나요??",기쁨,,
영업합니다 양민우하세요 박성웅하세요,중립,,
"민우야..
보고싶다...
기억나?
내가 복도에서 주접떨다가..
너 발 밟았는데..너 괜찮다며 웃더라...",중립,,
"호중인환 다희마담 민우선호의
'우리는 어디에' - 2",중립,,
정검한테 몇번이나 부탁해서 겨우 밥 약속 만들고 정검 들들 볶다시피해서 태주가 좋아하는 음식 분위기 이런거 다 파악해서 완벽한 첫만남 첫데이트 했다고 생각했는데 다음날 점심쯤 아무래도 동종업계분은 만나기가 좀 그렇다며 죄송하단 태주 문자에 반차내고 집에 갔을 양민우....,중립,,
우락민우바람 덩치차이ㅇ봐ㅠㅡㅜㅜ 딱 민우가 쏙 안길수 있을 정도...ㅠ,기쁨,,
것봐 내가 굳이 안 나가도 민우가 대신 새해 첫 해돋이 봐준다니까 하트까지 추가해서 배달해주고,중립,,
20190114 이케부쿠로 선샤인시티 1부,X,,
[Preview]190120 Bouquet 릴리스이벤트 비너스포트,X,,
"2019.01.18
VENUS FORD

오늘도 귀여워~
파커 스타일도 귀엽네요
하지만 동현오빠 없어서 너무 외로워요ㅠㅠ
역시 6 명의 BOYFRIEND가 좋다",기쁨,,
"민우... 1980~90년대에 종로 게이 바에 제일 흔하게 쓰인 가명. 걔도 민우, 쟤도 민우.",중립,,
"민우야 왜 혼자 제주도 갔어..
나 똑똑히 기억해..
내가 수업시간에 몰래 오메기떡 먹으니가
너가 이럴거면 제주도를 가라고 중얼거린거...
같이 가자는 뜻이엇자너...",중립,,
190113 Bouquet 릴리스이벤트 다이버시티 도쿄,X,,
"20190119 선펄 아라카와
오빠,동생들은 5 명으로 열심히 하고 있습니다
동생들 넘귀여워",기쁨,,
19.01.15  요코하마 2부,X,,
"민우 : 뭘봐
우락 : 너",중립,,
능글캐 졸라 좋아하는데 이번 전학생 딱 제 취향이라 이겁니다ㅏ 눈꼬리 휘어진거부터 완전 저를 위한 캐.. 제발 민우 도와주는 캐이길 바랄뿐..,중립,,
뭐? 야 송민우! 너 혹시 남의 팀에서 스파이노릇하고 있었던 거야? 그런 거야?,중립,,
"민우야 기억해 복도에서 떠들다 함께 혼나던 우리 둘 네가 너무 처연하게 울어서 나만 죽일놈됏잔아,,",중립,,
"20190112  세븐파크 아리오카시와
겨울의 왕자들",X,,
지숙민우 아학핰,X,,
"양민우 교수님,,,",X,,
"190114  BOYFRIEND 






귀여어어어",X,,
어느날 민우가 등교했는데 등 뒤에 머가 붙어있다. 자세히보니 껌딱지처럼 뒤에 붙어서 등교하는 전학생ㅋㅋ 민우 허리에 팔 감고 얼굴 민우 어깨에 얹고는 태연스레 수업 듣기 싫다아~ 하는 전학생에 다른 애들 얼빠진거ㅋㅋ 근데 민우는 아무렇지 않게 나 왔다 하는게 더 얼척없는 애들ㅋㅋㅋ,화남,,
"양민우 욕먹을 거 각오하고 나 출세 해야겠으니까 너 그만만나야겠다 했는데 의외로 순순히 물러나는 한태주. 그리고 청장 소개로 나간 자리에서 한태주와 재회하는 양민우. 침묵과 살얼음판 위에서 식사 어찌저찌 마친 후 입가 닦은 한태주가 양민우한테 ""노력해보시죠."" 하는 거 너무 좋겠다",중립,,
민우오빠 ~ ♡♡♡,기쁨,,
우리 욤이 귀엽죠? 민우형이 너무 싫어해요...,화남,,
"' 100% Walking On The Clouds ' 기념 슈가케이크와 도시락 서포트를 진행했습니다 맛있게 먹고 인증해준 멤버들 고맙구
3일간 5회공연 고생했어",중립,,
아 증말루 바람민우 사랑해,기쁨,,
"(

- 1.31일 정각까지 '양민우'로 필모변경합니다.
- 뒷문에서도 양민우가 존재하니 말걸면 답합니다.",중립,,
괜찮아ㅋㅋㅋㅋ 민우오빠가 강원도 해돋이 보여줬자낰ㅋㅋㅋ,중립,,
이것도 친구라고 우락민우 / 옷 새로 샀는데 의도치않게 커플룩된 그런상황,중립,,
아히힣,기쁨,,
"신화의 에릭&민우가 인정한 15살 원석소년들, 송민재X노휘준의 팬이 되어 주세요!",중립,,
"이정도면 한태주가 대단하다

강동철 이중구 양민우 어디에 붙여놔도 최고다",중립,,
"세상의 모든 복수자는, 자신이 이해받기를 원하니까.
하지만 과연 민우아 씨는 자기를 담당한 천사 님의 복수심을 이해하고 있으려나?",중립,,
"190120 김포공항 입국
반가워 민우야 고생했어~",중립,,
190112 아리오 카시와 2부,X,,
339에서 김독자가 성좌들한테 ○○○○○○○○○○○○○○○○ 라고 하는거ㅋㅋ 옛날 생각 나서 웃었다고요.. 1부 미노소프트에서 김독자가 송민우 얘기 듣고만 있으니까 한수영이 저거랑 똑같은 뉘앙스로 말하는데..,X,,
"190105 명동로망스 



여러분 민우배우님 예쁜거 보고가세요",기쁨,,
2019.01.14 선샤인 시티,X,,
"퇴근
피곤할땐 동방이죵
시무상~오늘 왜케 민우야?
늠늠 이쁘고 청순하시네요",기쁨,,
[HQ] 180908 코리안 뮤직 웨이브,X,,
2019.01.19  산펄 이라카와   2부②,X,,
"190111 인스타그램

2019년도 힘내장..",중립,,
190112 아리오 카시와 1부,X,,
"민우 재롱잔치 하면 밍그 밤새 감자손으로 사탕부케랑 피켓 만들어 간다ㅎ 무대 내내 《어차피 센터는 민우왕자꺼!》관종피켓 들고 소리 지르는 밍그 아빠와 그 옆에서 조용히 ax700으로 4k캠따고 있는 어누 아빠

 와아아악 민우야아아아!!!
 김밍그 입 좀 다물어... 

아빠들 온도차이",중립,,
"RT 이벤트
요새 멤버님들 열일하시는 얼굴+활발한 에쎈에스와 진오빠가 탈씨아이했음 좋겠는 맘을 담아 이벤트합니당 앤디오빠 민우오빠 포카 우편으루 보내드려용 

신화창조 한정",중립,,
"흡ㅠㅠ 민우오빠
쪼그리고 앉아서 신화쓰고 찍고 
신화♡신창쓰고 찍고.. 졸귀",기쁨,,
아니 민우오빠는 뭘로 찍으시는거여 영상 저렇게 예쁘게 안나오던데 오빠 못하는게 없으셔,기쁨,,
민우오빠 화이팅~,기쁨,,
"유치원 재롱잔치 센터에 선 다섯살 아들이 자랑스러운 고슴도치 아빠들

 나 닮아서 그래ㅎ
 무슨 소리야 형~ 나 닮은 거지~ 
 나라니까ㅎ
 뭐래 () 어 민우야 아빠 여기~
 () 역시 내 핏줄ㅎ",기쁨,,
"몰이 당해주는 튱재
그런 튱재를 마구 찌르는 동와니
왜 나한텐 관심 안주냐며 동와니 밀치는 필교
리듬에 몸을 맡긴 민우
형들 한 번씩 찔러보는 앵두
그저 이 상황이 즐거운 에리꾸
:. 신화 보고 싶다",중립,,
190103 명동로망스 커튼콜 최민우 배우 (,X,,
울 이뿌니천사,기쁨,,
함박눈 펑펑 쏟아지는 날 까만 우산 하얗게 변하도록 태주 기다리고 선 양검 뒷모습 생각하면 진짜 가슴께가 찌르르 해져 날씨 추워서 우산 손잡이 쥔 손 새빨개져있는데 춥다고도 생각 못할 것 같구... 평소보다 좀 늦게 나왔는데 경찰서 앞 지키고 선 민우 보고 놀라서 뛰다시피 걸어오는데,슬픔,,
"초연 고래고래 민우팀 매진공약 혼돈의 카오스
처음엔 관객 한 분을 뽑아 원하는 부위에 키스를 해드리겠다고 했다가
그건 아닌 것같아서 고민해서 결정한 게 관객 100분의 발을 씻겨드리겠습니다...
어머니에게 못한 효도를 관객에게 하는 민우들 (",중립,,
[프리뷰][20190119/,X,,
"민우야, 야 민우야 괜찮냐?! 너 내가 아까 들었는데 니가 던진- 이 사람 뭐야..?",불안,,
"말모이 - 조선어학회 !
그냥 급하게 끝냈다 ㅜㅜ 조선어학회 모두 좋아해 사랑해 

박훈 - 구자영 - 조갑윤 - 임동익 - 김판수 - 김순희 - 김덕진 - 류정환 - 민우철",기쁨,,
190127 우리의 또다른 추억 생성 축하합니다  너무 사랑해 백퍼센트야,중립,,
"2019.01.14
sunshine 이케부쿠로 1부",X,,
"U17때 민우선수 다쳤다고 병문안 간 승규선수가 미니홈피에 쓴 글..
귀여워 미치겠다ㅜㅜㅜㅜㅜㅜ",중립,,
190114 Bouquet 릴리스이벤트 선샤인시티,X,,
"190127 앤디 사인회 Q&A
질문지 보자마자 혜성 핑크->
민우 ‘불’루 썼다가 그린으로 수정
->에릭 블랙 쓰고는,
A: 난 회색이지~!
라며 회색->동완 노란->전진 레드!
다른 오빠들 색 적을 때 생각 많이 하시던데, 왜 오빠는 당연하다는 듯 회색입니까ㅋㅋㅋ",기쁨,,
"""병태야 괜찮니..?""
""넌 누굴 닮아서 눈물이 그렇게 많냐..ㅠㅠ""
""너 이 새끼야!!ㅜㅠㅠㅜㅜㅠㅠ""
-민우&호빈&병태",슬픔,,
민우오빠 어머님이 신화 팀복 입고 계세요!!,중립,,
새해 기념 돼지 옷 입은 익친즈랑 꼬까옷 입은 민우 너무너무 귀여워요!! 작가님 작품 덕분에 2018년도 즐겁게 마무리 할 수 있었습니다 새해 복 많이 받으시고 2019년에는 더 행복하고 기쁜 일만 가득하시길 바랍니다! 늘 감사합니다!!,기쁨,,
"승표 : 민우랑 사귀려면 어떻게 해야 하지? 이만하면 좀 착하게 살았다고 생각하는데 슬슬 고백해도 되지 않을까?
우락 : 강민우도 나름 착하게 살았어.",중립,,
공부하는 석민우....리얼 한국 모먼트로 보고 싶다,중립,,
190108 최민우 배우님 인스타그램,X,,
쉬는 영배 그리고 요리하는 린이랑 민우 ~~,중립,,
"190118  2部
BOYFRIEND 

95line 귀여웡",X,,
석주선생님 연기하신 남민우 배우님이 우시니까 더 슬펐어 ㅠㅜㅜ 나팔 태은님도 계속 우시고 ㅠㅠ 앙분들 다 눈물 훔치는데 그간 고생했던거 너무너무 알겠고 ㅠㅠ 신무관 배우분들 진짜 다들 학구열합니다.ㅠㅠ,슬픔,,
[프리뷰][20190112/,X,,
": 내가 요즘 좋아하는 사람이 생겼어.
 : 누군데?
 : 너...라면 믿을래..?
 : ...

 : 민우야 신혜성 미쳤나봐. 어디 아파서 정신이 나갔나? 아니면 사이비??
 : 왜?
 : 갑자기 나보고 라면 믿을래냐고 물어보잖아
 : ???",중립,,
"BOYFRIEND『Bouquet』
릴리스 이벤트 MinWoo Focus

2019.1.20 Venusfort",X,,
"개취론 중구 민우 운광때의 슬림함이 제일 멋있는거 같애
보디가드때도 좋고",중립,,
"명동로망스 
다희마담 인스타
민우선호
속삭이는소리가들려",X,,
예고편 보고 가장 먼저 생각난건 역시 민우,중립,,
"민우 : 남우락, 오늘 나랑 같이 잘래?
우락 : 그 나이 먹고도 혼자 못 자ㅋㅋ?
민우 : 그 나이 먹도록 상황 파악이 안돼...?
우락 :",중립,,
"181230 명동로망스

장선호∥ 최민우",X,,
얘들아 너네 양민우 검사 알아? 그 아이패드 한 손으로 다 감싸고 가슴 완전 큰 그 검사인데 알아?,중립,,
신화는 둘로 나눌 수 있어요. 어린파와 늙은파인데 늙은파는 동완 혜성 민우이고 어린파는 앤디 전진 에릭이지요. - 릭,중립,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ폰만지다말고 민우오빠가 사진찍자구 해서 멈춰버린 엄지ㅋㅋㅋㅋㅋㅋ,기쁨,,
"민우오빠는 베이징 메이란팡대극장에서 무대극을 관람하고, 프로듀서와 알게 돼 초대를 받아 무대 뒤에서 사진 촬영에 참여하고 있습니다.ㅠㅠㅠㅠ 정말 놀 랐어요",기쁨,,
[프리뷰] 190119 Sunpearl Arakawa 2부,X,,
"떨리는 목소리로 간신히 ""행복하자 사랑해"" 라고 써달라고 했는데, 오빠가 '우리'라고 써주심 ㅜㅜ  같이 행복하자 하는거 너무 설렌다 ㅜㅜㅜ 질문지의 답은 혜성, 민우 오빠들! 이유는 둘 다 연말에 활동하고 쉬고 있으니까!ㅋㅋ 앤옵! 오빠들 일 시켜주세요! 같이 유튭 찍어주세요",기쁨,,
[][Making Film] 스타쉽플래닛(Starship Planet) 2018  NYLON  화보촬영,X,,
드디어 민우가슴이 알려지는구나...(감격,기쁨,,
민우태주 밖에서는 이런 사람들이,X,,
"승표 : 민우야, 날 보면 무슨 색이 떠올라?
우락 : 질색, 정색, 심근경색.
승표 : 너한테 안 물어봤어.",중립,,
"민우형은 항상 이래요.어우~야,다음 앨범 신화 앨범은 니가 노래를 해야할것같은데?이러더라구요. 근데 더 웃긴거는 파트를 안줘요.민우형이.그게 문제예요.여러분들이 민우형한테 좀 어필 좀 해주세요.감사합니다.민우형 선호 보컬 시켜주세여.",중립,,
To. 민우오빠,X,,
[] 170702 익스피어리,X,,
"190106 명동 로망스 총막 무대인사
선호 役 최민우 배우",X,,
190111 인스타그램,X,,
"미국에서 온 유니콘 오빠?(´‘▽‘｀)?♡? 
미국에서 사온건데...하고 꺼낼 때 눈 빛내다가 머리띠인 거 확인하고 ‘환멸ㅡㅡ’ 표정으로 보셨는데^^;;;; 이렇게 VCR에서 써주셨네요???( ?????? ·? ??????? ) 

사인회여담: 핵매운잼 주면서 민우형 속이기 좋을거라 했더니 짱 좋아하심",기쁨,,
"우락이,민우,우진이 선화랑 바람이 러프까지 그리고 그림ㄴ넘 안올려서 민우 사이즈변경하기전에 올리기..",중립,,
봉님 보고싶었어요ㅠㅠ 털민우든 너무 낯설어서 낯가림 할뻔 했잖아요ㅋㅋㅋㅋㅋ 봉님 새해복 많이 받으시고 새해엔 적게 일하고 많이 버셔서 더 자주자주 탐라에서 봐요,기쁨,,
"[반려동물투데이-투데이인터뷰]
클리커 트레이너 권민우 인터뷰
'클리커 트레이닝 궁금하면 들어오세요'",중립,,
[Preview]190119 Bouquet 릴리스이벤트 산빠루아라카와 2부,X,,
"야물딱진 송민우 볼 때마다 의심하던 구해준, ""야 너 안 본 사이 많이 컸다~"" 하고 송민우 머리 쓰다듬겠다고 손 올리면 그거 탁 쳐냄 ""삼촌 또 제 머리카락 뽑아가려고 그러죠. 남자는 애 못 낳는다고 몇 번 말해요. 삼촌은 아니라니까. 의사 맞아?""",화남,,
아들내미 휘moon고 보내려고 존버중이었는데 아이돌한다 그래서 마빡치는 민우.. 사고치고 따자하오 하고 있는 아들보고 간만에 깡소주까는 태주,화남,,
[국악팟캐스트 아리랑] 전해옥의 국악브리핑 이판사판 제3화,X,,
"“살아있다는 것은 아름다운 것” - 경인종합일보 
[경인종합일보 임재신 기자]
2005년 초연이래, 각종 연극상을 휩쓴 화제의 작품, 김성녀의 뮤지컬모노드라마 이 오는 2.9(토) 의정부예술의전당 대극장에서 웰메이드 연극의 진수를 선보인다.",중립,,
"의정부예술의전당, 김성녀의 뮤지컬모노드라마",X,,
"‘창극 부활 선봉’ 김성녀, 배우로 복귀할 듯",중립,,
나는 김성녀 선생님 팬블로그가 제일 웃겨 뭐랄까... 여러 공연 보고오셔서 1n년동안 열심히 후기쓰는 모습이.. 그냥 대단하고,중립,,
"이와중에 김성녀 라는 말은 구한말 여성은 취급도 안하다가 여성을 개나 동물로 취급한다는 일본이 시행하는 본적에 올리기 위해 부랴부랴 만든 것이 김성녀이다
즉 호적에 올리기 위해 김아무개 라는 이름으로 여성을 올린 것이다.",화남,,
"울산 북구에서 펼쳐지는 김성녀의 마당놀이

우리 고전을 현대적 시각에서 
춤과 노래로 재조명한 마당놀이가
울산 북구를 찾아옵니다.
관객들이 함께 호흡하고 
온 가족이 함께 할 수 있는 무대
2월 14일 울산북구문화예술회관에서
만나보세요!",중립,,
이름 못 바꾸면 가게 낼 때 명함에 이름 김성녀로 박을거여,화남,,
하필 왼쪽엔 윤석화 김성녀라는 디바와 오른쪽엔 넥타이 패턴... 센터인데 묻힘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,중립,,
그렇다면김성녀님의오늘저녁메뉴는무엇이엇나요!!?,중립,,
손진책 연출이면 여주는 무조건 김성녀 배우라는것을... 깜빡햇다,중립,,
김성녀의 뮤지컬모노드라마 ‘벽속의 요정’ 공연,중립,,
"급 김성녀가 떠오르네요
일제침탈기에 호적올리라고하니 부랴부랴 어디 사는 아무개 김성녀로 붙여져 진짜이름조차 얻지못한 191020년대 여성들이요",화남,,
"국립창극단 7년 만에 떠나는 김성녀 ""행복한 일꾼이었죠""",중립,,
[더코리아뉴스] 하성인 기자 = 국립극장(극장장 김철호) 전속단체 국립창극단(예술감독 김성녀)은 신(新)...,X,,
저는 그냥 김성녀로 개명할듯ㅋㅋㅋㅋㅋ,중립,,
김성녀 1인 32역 연극 ‘벽속의 요정’,X,,
이 잔인한 역사적인 이름인 김성녀를 남자가 쓸때의 기분이란^^....,화남,,
"역대 정부別 경제성장률

박근혜, 2.9%
이명박, 3.2
노무현, 4.5
김대중, 5.3
김영삼, 7.8

[고칠레오 4회] 진보는 경제에 무능하다? - 경제위기론의 함정",X,,
이순자가 79세라 노망기가 있나보네요 전두환이가민주주의 아버지라고요아직노망기가.올때는일은데이런일을저질로놓고민주주이에아버지라고요 민주주의에 아버지는김대중김영삼두전직대통'령님들이민주주의아버지라고한다면국민들에게칭찬이라도받지만 전두환이가 민주주의 아버지라고 하면 개가웃겟다,화남,,
